Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,ExitType
2,XAUUSD,BUY,1851.18,1888.52,1821.18,1886.18,186.50,0.25,0.00,-6.30,180.20,Tokyo_London_Overlap,NO,2023.01.04 09:15:00,2023.01.12 14:30:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
3,XAUUSD,BUY,1884.38,1902.90,1857.72,1919.38,92.30,0.25,0.00,-2.52,89.78,Sydney_Tokyo_Overlap,NO,2023.01.11 07:45:00,2023.01.13 10:15:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,1902.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2023.01.18 05:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1944.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2023.01.25 22:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
6,XAUUSD,BUY,1935.98,1906.01,1905.98,1970.98,-150.00,0.25,0.00,-5.67,-155.67,London,NO,2023.01.20 10:15:00,2023.01.31 10:30:39,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,SELL,1909.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.02.03 12:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
8,XAUUSD,BUY,1938.80,1908.90,1908.80,1973.80,-150.20,0.25,0.00,-2.52,-152.72,NewYork,NO,2023.02.01 21:45:00,2023.02.03 15:30:20,0.01,12345,M15,EXECUTED,N/A,STOP_LOSS
0,XAUUSD,BUY,1889.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.09 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
10,XAUUSD,SELL,1851.22,1842.58,1881.22,1816.22,43.40,0.25,0.00,-0.46,42.94,NewYork,NO,2023.02.13 19:00:00,2023.02.15 08:45:00,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,SELL,1828.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2023.02.22 21:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter,
12,XAUUSD,SELL,1819.96,1808.03,1843.78,1784.96,59.90,0.25,0.00,-0.46,59.44,London_NewYork_Overlap,NO,2023.02.23 15:45:00,2023.02.27 06:00:01,0.01,12345,M15,EXECUTED,N/A,ACTIVE_3_BOS
0,XAUUSD,BUY,1822.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.28 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter,
0,XAUUSD,BUY,1832.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2023.03.01 07:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
0,XAUUSD,BUY,1845.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.03.03 10:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H4 EMA Filter,
