Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,1851.18,1827.58,1827.58,1881.18,-118.20,0.25,0.00,-1.89,-120.09,London_NewYork_Overlap,NO,2023.01.04 09:15:00,2023.01.05 17:33:24,0.01,12345,M15,EXECUTED,N/A
4,XAUUSD,BUY,1884.38,1867.72,1867.72,1914.38,-83.60,0.25,0.00,0.00,-83.60,NewYork,NO,2023.01.11 07:45:00,2023.01.11 18:17:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1902.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2023.01.18 05:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
7,XAUUSD,BUY,1944.64,1917.16,1917.17,1974.64,-137.65,0.25,0.00,-2.52,-140.17,NewYork,NO,2023.01.25 22:15:00,2023.01.27 17:48:41,0.01,12345,M15,EXECUTED,N/A
6,XAUUSD,BUY,1935.98,1900.98,1900.98,1965.98,-175.15,0.25,0.00,-5.67,-180.82,London_NewYork_Overlap,NO,2023.01.20 10:15:00,2023.01.31 14:09:04,0.01,12345,M15,EXECUTED,N/A
10,XAUUSD,BUY,1938.80,1900.73,1900.82,1968.80,-191.05,0.25,0.00,-2.52,-193.57,London_NewYork_Overlap,NO,2023.02.01 21:45:00,2023.02.03 15:30:39,0.01,12345,M15,EXECUTED,N/A
11,XAUUSD,SELL,1909.79,1879.78,1918.60,1879.79,150.55,0.25,0.00,0.00,150.55,London_NewYork_Overlap,NO,2023.02.03 12:30:00,2023.02.03 16:17:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1889.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.09 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
14,XAUUSD,SELL,1851.24,1821.23,1872.23,1821.24,150.15,0.25,0.00,-1.38,148.77,London,NO,2023.02.13 19:00:00,2023.02.17 10:02:31,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1822.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.28 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
16,XAUUSD,SELL,1828.66,1846.06,1846.03,1798.66,-87.60,0.25,0.00,-2.53,-90.13,London,NO,2023.02.22 21:15:00,2023.03.03 11:06:30,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1843.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.03.07 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
17,XAUUSD,BUY,1832.52,1862.53,1804.69,1862.52,149.75,0.25,0.00,-6.93,142.82,London_NewYork_Overlap,NO,2023.03.01 07:30:00,2023.03.10 17:24:19,0.01,12345,M15,EXECUTED,N/A
19,XAUUSD,BUY,1836.75,1866.75,1827.75,1866.75,149.75,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2023.03.10 15:00:00,2023.03.10 17:44:41,0.01,12345,M15,EXECUTED,N/A
22,XAUUSD,BUY,1940.83,1970.84,1907.58,1970.83,149.75,0.25,0.00,0.00,149.75,NewYork,NO,2023.03.17 14:30:00,2023.03.17 19:34:29,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1963.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.03.21 14:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1968.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2023.03.27 09:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1968.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2023.03.31 20:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
24,XAUUSD,BUY,1979.87,2009.87,1934.27,2009.87,149.75,0.25,0.00,-6.30,143.45,London_NewYork_Overlap,NO,2023.03.23 08:15:00,2023.04.04 17:08:40,0.01,12345,M15,EXECUTED,N/A
25,XAUUSD,BUY,1965.99,1996.00,1944.04,1995.99,149.65,0.25,0.00,-4.41,145.24,London_NewYork_Overlap,YES,2023.03.28 15:45:00,2023.04.04 17:00:25,0.01,12345,M15,EXECUTED,N/A
