=== Market Structure Events (Sorted by Time) ===,,,,,,,
Type,Direction/Action,Price,Time,Timeframe,Status,PreviousPrice,PreviousTime
LL,Update,2009.47,2024.01.29 01:15:00,M15,Accepted,,
HH,Update,2028.48,2024.01.29 01:15:00,M15,Accepted,,
LL,Update,2009.47,2024.01.29 01:30:00,M15,Accepted,,
BoS,Bullish,2009.47,2024.01.29 09:00:00,M15,Confirmed,2028.48,1970.01.01 00:00:00
HH,Update,2037.46,2024.01.29 15:45:00,M15,Accepted,,
LL,Update,2020.43,2024.01.29 17:15:00,M15,Accepted,,
BoS,Bullish,2020.43,2024.01.30 09:30:00,M15,Confirmed,2037.46,1970.01.01 00:00:00
HH,Update,2040.48,2024.01.30 09:30:00,M15,Accepted,,
BoS,Bullish,2020.43,2024.01.30 16:00:00,M15,Confirmed,2040.48,1970.01.01 00:00:00
HH,Update,2048.64,2024.01.30 16:15:00,M15,Accepted,,
LL,Update,2028.96,2024.01.30 17:15:00,M15,Accepted,,
BoS,Bullish,2028.96,2024.01.31 16:30:00,M15,Confirmed,2048.64,1970.01.01 00:00:00
HH,Update,2056.07,2024.01.31 17:00:00,M15,Accepted,,
LL,Update,2030.79,2024.01.31 22:00:00,M15,Accepted,,
LL,Update,2029.93,2024.02.01 13:00:00,M15,Accepted,,
BoS,Bullish,2030.79,2024.02.01 18:00:00,M15,Confirmed,2056.07,1970.01.01 00:00:00
HH,Update,2065.54,2024.02.01 18:45:00,M15,Accepted,,
LL,Update,2051.80,2024.02.02 04:15:00,M15,Accepted,,
HH,Update,2065.54,2024.02.02 15:30:00,M15,Accepted,,
CHoCH,Bearish,2027.73,2024.02.02 16:00:00,M15,Confirmed,2065.54,1970.01.01 00:00:00
HH,Update,2065.54,2024.02.02 16:00:00,M15,Accepted,,
LL,Update,2027.73,2024.02.02 16:00:00,M15,Accepted,,
HH,Update,2065.54,2024.02.02 16:00:00,M15,Accepted,,
HH,Update,2042.29,2024.02.05 01:00:00,M15,Accepted,,
BoS,Bearish,2027.73,2024.02.05 10:00:00,M15,Confirmed,2042.29,1970.01.01 00:00:00
LL,Update,2014.76,2024.02.05 16:00:00,M15,Accepted,,
HH,Update,2029.86,2024.02.06 07:45:00,M15,Accepted,,
LL,Update,2014.76,2024.02.06 17:00:00,M15,Accepted,,
CHoCH,Bullish,2038.96,2024.02.06 18:45:00,M15,Confirmed,2014.76,1970.01.01 00:00:00
LL,Update,2014.76,2024.02.06 18:45:00,M15,Accepted,,
HH,Update,2038.96,2024.02.06 18:45:00,M15,Accepted,,
LL,Update,2030.50,2024.02.07 14:30:00,M15,Accepted,,
BoS,Bullish,2014.76,2024.02.07 16:30:00,M15,Confirmed,2038.96,1970.01.01 00:00:00
HH,Update,2044.64,2024.02.07 16:45:00,M15,Accepted,,
HH,Update,2038.70,2024.02.08 10:15:00,M15,Accepted,,
HH,Update,2038.52,2024.02.08 12:30:00,M15,Accepted,,
CHoCH,Bearish,2020.08,2024.02.08 16:00:00,M15,Confirmed,2044.64,1970.01.01 00:00:00
HH,Update,2038.52,2024.02.08 16:00:00,M15,Accepted,,
LL,Update,2020.08,2024.02.08 16:00:00,M15,Accepted,,
HH,Update,2038.52,2024.02.08 16:00:00,M15,Accepted,,
HH,Update,2035.44,2024.02.08 20:00:00,M15,Accepted,,
HH,Update,2037.28,2024.02.09 15:30:00,M15,Accepted,,
HH,Update,2037.28,2024.02.09 15:30:00,M15,Accepted,,
LL,Update,2020.20,2024.02.09 18:00:00,M15,Accepted,,
HH,Update,2027.59,2024.02.12 15:15:00,M15,Accepted,,
BoS,Bearish,2020.20,2024.02.12 15:45:00,M15,Confirmed,2037.28,1970.01.01 00:00:00
LL,Update,2011.75,2024.02.12 18:00:00,M15,Accepted,,
LL,Update,2011.75,2024.02.13 13:30:00,M15,Accepted,,
HH,Update,2031.91,2024.02.13 15:30:00,M15,Accepted,,
HH,Update,2027.59,2024.02.13 15:45:00,M15,Accepted,,
CHoCH,Bearish,1989.97,2024.02.13 17:00:00,M15,Confirmed,2027.59,1970.01.01 00:00:00
HH,Update,2031.91,2024.02.13 17:00:00,M15,Accepted,,
LL,Update,1989.97,2024.02.13 17:00:00,M15,Accepted,,
HH,Update,2031.91,2024.02.13 17:00:00,M15,Accepted,,
LL,Update,1988.75,2024.02.14 03:15:00,M15,Accepted,,
BoS,Bearish,1988.75,2024.02.14 10:00:00,M15,Confirmed,2031.91,1970.01.01 00:00:00
LL,Update,1985.92,2024.02.14 10:30:00,M15,Accepted,,
LL,Update,1984.03,2024.02.14 17:00:00,M15,Accepted,,
HH,Update,1996.12,2024.02.14 20:00:00,M15,Accepted,,
LL,Update,1984.03,2024.02.15 12:30:00,M15,Accepted,,
CHoCH,Bullish,2008.38,2024.02.15 16:30:00,M15,Confirmed,1984.03,1970.01.01 00:00:00
LL,Update,1984.03,2024.02.15 16:30:00,M15,Accepted,,
HH,Update,2008.38,2024.02.15 16:30:00,M15,Accepted,,
LL,Update,1995.19,2024.02.16 15:30:00,M15,Accepted,,
BoS,Bullish,1984.03,2024.02.16 17:30:00,M15,Confirmed,2008.38,1970.01.01 00:00:00
HH,Update,2023.04,2024.02.19 09:15:00,M15,Accepted,,
LL,Update,2013.15,2024.02.19 18:00:00,M15,Accepted,,
BoS,Bullish,2013.15,2024.02.20 11:15:00,M15,Confirmed,2023.04,1970.01.01 00:00:00
HH,Update,2030.94,2024.02.20 16:00:00,M15,Accepted,,
LL,Update,2022.81,2024.02.21 02:15:00,M15,Accepted,,
BoS,Bullish,2013.15,2024.02.21 07:30:00,M15,Confirmed,2030.94,1970.01.01 00:00:00
HH,Update,2032.27,2024.02.21 07:45:00,M15,Accepted,,
LL,Update,2025.83,2024.02.21 11:00:00,M15,Accepted,,
HH,Update,2032.27,2024.02.21 17:45:00,M15,Accepted,,
CHoCH,Bearish,2020.05,2024.02.21 21:00:00,M15,Confirmed,2032.27,1970.01.01 00:00:00
HH,Update,2032.27,2024.02.21 21:00:00,M15,Accepted,,
LL,Update,2020.05,2024.02.21 21:00:00,M15,Accepted,,
HH,Update,2032.27,2024.02.21 21:00:00,M15,Accepted,,
CHoCH,Bullish,2034.86,2024.02.22 10:00:00,M15,Confirmed,2020.05,1970.01.01 00:00:00
LL,Update,2020.05,2024.02.22 10:00:00,M15,Accepted,,
HH,Update,2034.86,2024.02.22 10:00:00,M15,Accepted,,
LL,Update,2020.05,2024.02.22 10:15:00,M15,Accepted,,
LL,Update,2019.48,2024.02.22 20:15:00,M15,Accepted,,
HH,Update,2034.86,2024.02.23 08:15:00,M15,Accepted,,
CHoCH,Bearish,2015.92,2024.02.23 11:45:00,M15,Confirmed,2034.86,1970.01.01 00:00:00
HH,Update,2034.86,2024.02.23 11:45:00,M15,Accepted,,
LL,Update,2015.92,2024.02.23 11:45:00,M15,Accepted,,
HH,Update,2034.86,2024.02.23 11:45:00,M15,Accepted,,
LL,Update,2015.92,2024.02.23 18:45:00,M15,Accepted,,
CHoCH,Bullish,2041.39,2024.02.23 20:45:00,M15,Confirmed,2015.92,1970.01.01 00:00:00
LL,Update,2015.92,2024.02.23 20:45:00,M15,Accepted,,
HH,Update,2041.39,2024.02.23 20:45:00,M15,Accepted,,
LL,Update,2029.81,2024.02.26 02:45:00,M15,Accepted,,
HH,Update,2041.39,2024.02.26 16:00:00,M15,Accepted,,
CHoCH,Bearish,2024.94,2024.02.26 17:30:00,M15,Confirmed,2041.39,1970.01.01 00:00:00
HH,Update,2041.39,2024.02.26 17:30:00,M15,Accepted,,
LL,Update,2024.94,2024.02.26 17:30:00,M15,Accepted,,
HH,Update,2041.39,2024.02.26 17:30:00,M15,Accepted,,
HH,Update,2039.51,2024.02.27 10:45:00,M15,Accepted,,
LL,Update,2024.38,2024.02.28 12:00:00,M15,Accepted,,
LL,Update,2024.38,2024.02.29 15:45:00,M15,Accepted,,
CHoCH,Bullish,2050.78,2024.02.29 17:00:00,M15,Confirmed,2024.38,1970.01.01 00:00:00
LL,Update,2024.38,2024.02.29 17:00:00,M15,Accepted,,
HH,Update,2050.78,2024.02.29 17:00:00,M15,Accepted,,
LL,Update,2042.68,2024.02.29 23:30:00,M15,Accepted,,
HH,Update,2050.78,2024.03.01 10:15:00,M15,Accepted,,
LL,Update,2042.68,2024.03.01 12:45:00,M15,Accepted,,
CHoCH,Bullish,2088.38,2024.03.01 20:30:00,M15,Confirmed,2042.68,1970.01.01 00:00:00
LL,Update,2042.68,2024.03.01 20:30:00,M15,Accepted,,
HH,Update,2088.38,2024.03.01 20:30:00,M15,Accepted,,
LL,Update,2079.37,2024.03.04 03:45:00,M15,Accepted,,
BoS,Bullish,2079.37,2024.03.04 15:45:00,M15,Confirmed,2088.38,1970.01.01 00:00:00
HH,Update,2119.94,2024.03.04 18:45:00,M15,Accepted,,
LL,Update,2110.43,2024.03.05 03:30:00,M15,Accepted,,
BoS,Bullish,2110.43,2024.03.05 10:15:00,M15,Confirmed,2119.94,1970.01.01 00:00:00
HH,Update,2141.81,2024.03.05 15:30:00,M15,Accepted,,
LL,Update,2123.59,2024.03.06 05:45:00,M15,Accepted,,
BoS,Bullish,2123.59,2024.03.06 16:30:00,M15,Confirmed,2141.81,1970.01.01 00:00:00
HH,Update,2152.27,2024.03.06 20:30:00,M15,Accepted,,
BoS,Bullish,2123.59,2024.03.07 06:00:00,M15,Confirmed,2152.27,1970.01.01 00:00:00
HH,Update,2161.61,2024.03.07 06:00:00,M15,Accepted,,
HH,Update,2164.76,2024.03.07 15:00:00,M15,Accepted,,
LL,Update,2147.98,2024.03.07 16:30:00,M15,Accepted,,
BoS,Bullish,2147.98,2024.03.08 10:15:00,M15,Confirmed,2164.76,1970.01.01 00:00:00
HH,Update,2195.22,2024.03.08 19:30:00,M15,Accepted,,
LL,Update,2174.72,2024.03.11 15:00:00,M15,Accepted,,
HH,Update,2185.77,2024.03.12 07:30:00,M15,Accepted,,
HH,Update,2182.01,2024.03.12 14:30:00,M15,Accepted,,
CHoCH,Bearish,2150.50,2024.03.12 21:00:00,M15,Confirmed,2195.22,1970.01.01 00:00:00
HH,Update,2182.01,2024.03.12 21:00:00,M15,Accepted,,
LL,Update,2150.50,2024.03.12 21:00:00,M15,Accepted,,
HH,Update,2182.01,2024.03.12 21:00:00,M15,Accepted,,
HH,Update,2161.55,2024.03.13 04:45:00,M15,Accepted,,
LL,Update,2150.50,2024.03.13 12:45:00,M15,Accepted,,
CHoCH,Bullish,2179.85,2024.03.13 19:15:00,M15,Confirmed,2150.50,1970.01.01 00:00:00
LL,Update,2150.50,2024.03.13 19:15:00,M15,Accepted,,
HH,Update,2179.85,2024.03.13 19:15:00,M15,Accepted,,
LL,Update,2152.75,2024.03.14 17:30:00,M15,Accepted,,
HH,Update,2172.71,2024.03.18 03:15:00,M15,Accepted,,
CHoCH,Bearish,2146.08,2024.03.18 06:15:00,M15,Confirmed,2179.85,1970.01.01 00:00:00
HH,Update,2172.71,2024.03.18 06:15:00,M15,Accepted,,
LL,Update,2146.08,2024.03.18 06:15:00,M15,Accepted,,
HH,Update,2172.71,2024.03.18 06:15:00,M15,Accepted,,
HH,Update,2163.58,2024.03.18 14:30:00,M15,Accepted,,
LL,Update,2146.08,2024.03.20 20:15:00,M15,Accepted,,
CHoCH,Bullish,2222.65,2024.03.21 00:15:00,M15,Confirmed,2146.08,1970.01.01 00:00:00
LL,Update,2146.08,2024.03.21 00:15:00,M15,Accepted,,
HH,Update,2222.65,2024.03.21 00:15:00,M15,Accepted,,
LL,Update,2166.43,2024.03.21 17:15:00,M15,Accepted,,
CHoCH,Bearish,2162.60,2024.03.22 09:15:00,M15,Confirmed,2222.65,1970.01.01 00:00:00
HH,Update,2186.03,2024.03.22 09:15:00,M15,Accepted,,
HH,Update,2186.03,2024.03.22 09:15:00,M15,Accepted,,
LL,Update,2162.60,2024.03.22 09:15:00,M15,Accepted,,
HH,Update,2186.03,2024.03.22 09:15:00,M15,Accepted,,
HH,Update,2180.09,2024.03.22 15:45:00,M15,Accepted,,
BoS,Bearish,2162.60,2024.03.22 19:15:00,M15,Confirmed,2186.03,1970.01.01 00:00:00
LL,Update,2157.09,2024.03.22 19:15:00,M15,Accepted,,
HH,Update,2178.29,2024.03.25 04:30:00,M15,Accepted,,
CHoCH,Bullish,2181.26,2024.03.25 15:30:00,M15,Confirmed,2157.09,1970.01.01 00:00:00
LL,Update,2157.09,2024.03.25 15:30:00,M15,Accepted,,
HH,Update,2181.26,2024.03.25 15:30:00,M15,Accepted,,
LL,Update,2157.09,2024.03.25 16:15:00,M15,Accepted,,
LL,Update,2167.57,2024.03.26 03:45:00,M15,Accepted,,
BoS,Bullish,2167.57,2024.03.26 11:00:00,M15,Confirmed,2181.26,1970.01.01 00:00:00
HH,Update,2200.03,2024.03.26 12:45:00,M15,Accepted,,
LL,Update,2171.67,2024.03.26 17:30:00,M15,Accepted,,
BoS,Bullish,2171.67,2024.03.28 12:15:00,M15,Confirmed,2200.03,1970.01.01 00:00:00
HH,Update,2265.61,2024.04.01 07:00:00,M15,Accepted,,
LL,Update,2228.51,2024.04.01 17:30:00,M15,Accepted,,
BoS,Bullish,2228.51,2024.04.02 17:00:00,M15,Confirmed,2265.61,1970.01.01 00:00:00
HH,Update,2288.24,2024.04.03 01:15:00,M15,Accepted,,
LL,Update,2265.42,2024.04.03 15:15:00,M15,Accepted,,
BoS,Bullish,2228.51,2024.04.03 19:15:00,M15,Confirmed,2288.24,1970.01.01 00:00:00
HH,Update,2304.71,2024.04.04 04:00:00,M15,Accepted,,
LL,Update,2282.87,2024.04.04 15:30:00,M15,Accepted,,
HH,Update,2305.56,2024.04.04 21:45:00,M15,Accepted,,
HH,Update,2304.71,2024.04.05 04:00:00,M15,Accepted,,
CHoCH,Bearish,2267.75,2024.04.05 04:30:00,M15,Confirmed,2304.71,1970.01.01 00:00:00
HH,Update,2305.56,2024.04.05 04:30:00,M15,Accepted,,
LL,Update,2267.75,2024.04.05 04:30:00,M15,Accepted,,
HH,Update,2305.56,2024.04.05 04:30:00,M15,Accepted,,
LL,Update,2267.75,2024.04.05 17:30:00,M15,Accepted,,
CHoCH,Bullish,2330.44,2024.04.05 20:00:00,M15,Confirmed,2267.75,1970.01.01 00:00:00
LL,Update,2267.75,2024.04.05 20:00:00,M15,Accepted,,
HH,Update,2330.44,2024.04.05 20:00:00,M15,Accepted,,
LL,Update,2302.90,2024.04.08 04:00:00,M15,Accepted,,
BoS,Bullish,2267.75,2024.04.08 05:30:00,M15,Confirmed,2330.44,1970.01.01 00:00:00
HH,Update,2353.84,2024.04.08 05:30:00,M15,Accepted,,
LL,Update,2318.62,2024.04.08 17:00:00,M15,Accepted,,
BoS,Bullish,2318.62,2024.04.09 10:00:00,M15,Confirmed,2353.84,1970.01.01 00:00:00
HH,Update,2365.28,2024.04.09 12:15:00,M15,Accepted,,
LL,Update,2338.23,2024.04.09 18:45:00,M15,Accepted,,
HH,Update,2360.03,2024.04.10 16:00:00,M15,Accepted,,
CHoCH,Bearish,2319.43,2024.04.10 16:30:00,M15,Confirmed,2365.28,1970.01.01 00:00:00
HH,Update,2360.03,2024.04.10 16:30:00,M15,Accepted,,
LL,Update,2319.43,2024.04.10 16:30:00,M15,Accepted,,
HH,Update,2360.03,2024.04.10 16:30:00,M15,Accepted,,
HH,Update,2346.79,2024.04.11 06:00:00,M15,Accepted,,
LL,Update,2319.43,2024.04.11 19:45:00,M15,Accepted,,
CHoCH,Bullish,2431.44,2024.04.12 18:00:00,M15,Confirmed,2319.43,1970.01.01 00:00:00
LL,Update,2319.43,2024.04.12 18:00:00,M15,Accepted,,
HH,Update,2431.44,2024.04.12 18:00:00,M15,Accepted,,
LL,Update,2333.86,2024.04.12 22:00:00,M15,Accepted,,
CHoCH,Bearish,2323.98,2024.04.15 17:00:00,M15,Confirmed,2431.44,1970.01.01 00:00:00
HH,Update,2431.44,2024.04.15 17:00:00,M15,Accepted,,
HH,Update,2431.44,2024.04.15 17:00:00,M15,Accepted,,
LL,Update,2323.98,2024.04.15 17:00:00,M15,Accepted,,
HH,Update,2431.44,2024.04.15 17:00:00,M15,Accepted,,
HH,Update,2392.08,2024.04.16 01:15:00,M15,Accepted,,
CHoCH,Bullish,2398.18,2024.04.16 19:45:00,M15,Confirmed,2323.98,1970.01.01 00:00:00
LL,Update,2323.98,2024.04.16 19:45:00,M15,Accepted,,
HH,Update,2398.18,2024.04.16 19:45:00,M15,Accepted,,
LL,Update,2323.98,2024.04.16 20:00:00,M15,Accepted,,
LL,Update,2372.64,2024.04.17 09:15:00,M15,Accepted,,
HH,Update,2398.18,2024.04.17 19:30:00,M15,Accepted,,
CHoCH,Bearish,2354.54,2024.04.17 23:45:00,M15,Confirmed,2398.18,1970.01.01 00:00:00
HH,Update,2398.18,2024.04.17 23:45:00,M15,Accepted,,
LL,Update,2354.54,2024.04.17 23:45:00,M15,Accepted,,
HH,Update,2398.18,2024.04.17 23:45:00,M15,Accepted,,
HH,Update,2392.76,2024.04.18 16:30:00,M15,Accepted,,
LL,Update,2354.54,2024.04.19 04:30:00,M15,Accepted,,
CHoCH,Bullish,2417.83,2024.04.19 04:45:00,M15,Confirmed,2354.54,1970.01.01 00:00:00
LL,Update,2354.54,2024.04.19 04:45:00,M15,Accepted,,
HH,Update,2417.83,2024.04.19 04:45:00,M15,Accepted,,
LL,Update,2372.91,2024.04.19 14:00:00,M15,Accepted,,
HH,Update,2401.96,2024.04.22 05:45:00,M15,Accepted,,
CHoCH,Bearish,2324.47,2024.04.22 21:15:00,M15,Confirmed,2417.83,1970.01.01 00:00:00
HH,Update,2401.96,2024.04.22 21:15:00,M15,Accepted,,
LL,Update,2324.47,2024.04.22 21:15:00,M15,Accepted,,
HH,Update,2401.96,2024.04.22 21:15:00,M15,Accepted,,
HH,Update,2334.34,2024.04.23 04:15:00,M15,Accepted,,
BoS,Bearish,2324.47,2024.04.23 04:30:00,M15,Confirmed,2401.96,1970.01.01 00:00:00
LL,Update,2295.46,2024.04.23 04:45:00,M15,Accepted,,
LL,Update,2291.39,2024.04.23 12:15:00,M15,Accepted,,
HH,Update,2332.05,2024.04.23 17:00:00,M15,Accepted,,
HH,Update,2337.19,2024.04.24 18:00:00,M15,Accepted,,
CHoCH,Bullish,2344.80,2024.04.25 17:30:00,M15,Confirmed,2291.39,1970.01.01 00:00:00
LL,Update,2291.39,2024.04.25 17:30:00,M15,Accepted,,
HH,Update,2344.80,2024.04.25 17:30:00,M15,Accepted,,
LL,Update,2291.39,2024.04.25 17:45:00,M15,Accepted,,
LL,Update,2326.17,2024.04.26 04:00:00,M15,Accepted,,
BoS,Bullish,2326.17,2024.04.26 10:30:00,M15,Confirmed,2344.80,1970.01.01 00:00:00
HH,Update,2352.50,2024.04.26 12:00:00,M15,Accepted,,
LL,Update,2328.72,2024.04.26 17:45:00,M15,Accepted,,
HH,Update,2352.50,2024.04.29 04:00:00,M15,Accepted,,
CHoCH,Bearish,2320.04,2024.04.29 04:30:00,M15,Confirmed,2352.50,1970.01.01 00:00:00
HH,Update,2352.50,2024.04.29 04:30:00,M15,Accepted,,
LL,Update,2320.04,2024.04.29 04:30:00,M15,Accepted,,
HH,Update,2352.50,2024.04.29 04:30:00,M15,Accepted,,
HH,Update,2344.30,2024.04.29 12:45:00,M15,Accepted,,
CHoCH,Bullish,2346.63,2024.04.29 19:15:00,M15,Confirmed,2320.04,1970.01.01 00:00:00
LL,Update,2320.04,2024.04.29 19:15:00,M15,Accepted,,
HH,Update,2346.63,2024.04.29 19:15:00,M15,Accepted,,
LL,Update,2320.04,2024.04.29 20:15:00,M15,Accepted,,
HH,Update,2346.63,2024.04.30 10:15:00,M15,Accepted,,
CHoCH,Bearish,2281.63,2024.05.01 07:15:00,M15,Confirmed,2346.63,1970.01.01 00:00:00
HH,Update,2346.63,2024.05.01 07:15:00,M15,Accepted,,
LL,Update,2281.63,2024.05.01 07:15:00,M15,Accepted,,
HH,Update,2346.63,2024.05.01 07:15:00,M15,Accepted,,
HH,Update,2328.20,2024.05.01 21:45:00,M15,Accepted,,
LL,Update,2277.38,2024.05.03 16:30:00,M15,Accepted,,
CHoCH,Bullish,2331.99,2024.05.06 16:30:00,M15,Confirmed,2277.38,1970.01.01 00:00:00
LL,Update,2277.38,2024.05.06 16:30:00,M15,Accepted,,
HH,Update,2331.99,2024.05.06 16:30:00,M15,Accepted,,
LL,Update,2277.38,2024.05.06 16:45:00,M15,Accepted,,
