Ticket,Symbol,Type,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason
2,XAUUSD,BUY,1851.18,1881.19,1821.18,1881.18,149.85,0.25,0.00,-3.15,146.70,Tokyo_London_Overlap,NO,2023.01.04 09:15:00,2023.01.09 16:48:40,0.01,12345,M15,EXECUTED,N/A
4,XAUUSD,BUY,1884.38,1914.38,1857.72,1914.38,149.70,0.25,0.00,-2.52,147.18,Sydney_Tokyo_Overlap,NO,2023.01.11 07:45:00,2023.01.13 17:45:27,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1902.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,NO,2023.01.18 05:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,BUY,1944.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2023.01.25 22:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
6,XAUUSD,BUY,1935.98,1905.98,1905.98,1965.98,-150.15,0.25,0.00,-5.67,-155.82,London,NO,2023.01.20 10:15:00,2023.01.31 10:30:40,0.01,12345,M15,EXECUTED,N/A
8,XAUUSD,BUY,1938.80,1908.79,1908.80,1968.80,-150.75,0.25,0.00,-2.52,-153.27,NewYork,NO,2023.02.01 21:45:00,2023.02.03 15:30:20,0.01,12345,M15,EXECUTED,N/A
9,XAUUSD,SELL,1909.77,1879.74,1928.60,1879.77,150.75,0.25,0.00,0.00,150.75,London,NO,2023.02.03 12:30:00,2023.02.03 16:17:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1889.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.09 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1851.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2023.02.13 19:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
12,XAUUSD,SELL,1849.31,1819.30,1874.95,1819.31,150.30,0.25,0.00,-1.15,149.15,London_NewYork_Overlap,NO,2023.02.14 16:30:00,2023.02.17 10:36:42,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1828.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,NO,2023.02.22 21:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,BUY,1822.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.02.28 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
14,XAUUSD,SELL,1819.96,1843.78,1843.78,1789.96,-118.85,0.25,0.00,-0.92,-119.77,London_NewYork_Overlap,NO,2023.02.23 15:45:00,2023.03.01 16:56:37,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1843.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,NO,2023.03.07 12:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,BUY,1836.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.03.10 15:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
15,XAUUSD,BUY,1832.52,1862.53,1802.52,1862.52,149.75,0.25,0.00,-6.93,142.82,Sydney_Tokyo_Overlap,NO,2023.03.01 07:30:00,2023.03.10 17:24:19,0.01,12345,M15,EXECUTED,N/A
18,XAUUSD,BUY,1897.93,1927.93,1867.93,1927.93,149.55,0.25,0.00,-1.26,148.29,London_NewYork_Overlap,NO,2023.03.13 14:30:00,2023.03.15 14:52:20,0.01,12345,M15,EXECUTED,N/A
20,XAUUSD,BUY,1940.83,1970.84,1910.83,1970.83,149.75,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2023.03.17 14:30:00,2023.03.17 19:34:29,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1963.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.03.21 14:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1968.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Asia,YES,2023.03.27 09:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
22,XAUUSD,BUY,1979.87,1949.87,1949.87,2009.87,-150.25,0.25,0.00,-1.26,-151.51,Asia,NO,2023.03.23 08:15:00,2023.03.27 13:39:05,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1968.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NewYork,YES,2023.03.31 20:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
24,XAUUSD,BUY,1965.99,1996.00,1935.99,1995.99,149.65,0.25,0.00,-4.41,145.24,London_NewYork_Overlap,YES,2023.03.28 15:45:00,2023.04.04 17:00:25,0.01,12345,M15,EXECUTED,N/A
25,XAUUSD,BUY,1992.19,2022.20,1967.01,2022.19,149.65,0.25,0.00,0.00,149.65,London_NewYork_Overlap,YES,2023.04.04 16:45:00,2023.04.04 17:18:42,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,2000.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.04.10 03:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1988.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.04.10 17:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
28,XAUUSD,BUY,2009.84,2039.84,1985.58,2039.84,149.85,0.25,0.00,-1.89,147.96,Sydney_Tokyo_Overlap,YES,2023.04.12 04:30:00,2023.04.13 15:49:42,0.01,12345,M15,EXECUTED,N/A
30,XAUUSD,SELL,1990.80,2020.83,2020.80,1960.80,-149.80,0.25,0.00,-3.68,-153.48,London_NewYork_Overlap,YES,2023.04.17 17:30:00,2023.05.03 17:52:31,0.01,12345,M15,EXECUTED,N/A
32,XAUUSD,BUY,2021.30,2064.37,1991.30,2051.30,215.15,0.25,0.00,-1.89,213.26,London_NewYork_Overlap,YES,2023.05.03 18:00:00,2023.05.04 01:02:00,0.01,12345,M15,EXECUTED,N/A
34,XAUUSD,BUY,2046.22,2016.22,2016.22,2076.22,-149.85,0.25,0.00,-1.89,-151.74,London_NewYork_Overlap,YES,2023.05.10 15:45:00,2023.05.11 16:50:42,0.01,12345,M15,EXECUTED,N/A
36,XAUUSD,SELL,2010.16,1980.16,2040.16,1980.16,150.25,0.25,0.00,-0.69,149.56,Sydney_Tokyo_Overlap,YES,2023.05.12 06:45:00,2023.05.17 16:41:41,0.01,12345,M15,EXECUTED,N/A
37,XAUUSD,SELL,1999.04,1969.04,2029.04,1969.04,150.35,0.25,0.00,-0.92,149.43,London_NewYork_Overlap,YES,2023.05.16 18:15:00,2023.05.18 15:33:16,0.01,12345,M15,EXECUTED,N/A
40,XAUUSD,SELL,1940.29,1970.30,1970.29,1910.29,-150.25,0.25,0.00,-0.92,-151.17,London_NewYork_Overlap,YES,2023.05.25 15:45:00,2023.05.31 16:46:15,0.01,12345,M15,EXECUTED,N/A
43,XAUUSD,BUY,1969.54,1944.89,1944.91,1999.54,-123.40,0.25,0.00,0.00,-123.40,London_NewYork_Overlap,YES,2023.06.07 17:00:00,2023.06.07 19:06:15,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1939.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.06.15 04:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
41,XAUUSD,BUY,1964.42,1934.42,1934.42,1994.42,-150.15,0.25,0.00,-10.71,-160.86,Asia,YES,2023.05.31 09:00:00,2023.06.15 04:34:02,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1947.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.06.20 05:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,SELL,1929.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.06.21 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
48,XAUUSD,SELL,1910.70,1940.70,1940.70,1880.70,-150.40,0.25,0.00,-0.92,-151.32,London_NewYork_Overlap,YES,2023.07.06 15:30:00,2023.07.12 05:27:58,0.01,12345,M15,EXECUTED,N/A
46,XAUUSD,SELL,1916.31,1946.31,1946.31,1886.31,-149.90,0.25,0.00,-4.14,-154.04,London_NewYork_Overlap,YES,2023.06.22 17:30:00,2023.07.12 15:33:40,0.01,12345,M15,EXECUTED,N/A
47,XAUUSD,BUY,1923.47,1953.47,1893.47,1953.47,149.80,0.25,0.00,-5.67,144.13,London_NewYork_Overlap,YES,2023.07.03 16:30:00,2023.07.12 16:32:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1952.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.14 17:15:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
0,XAUUSD,SELL,1948.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.07.17 16:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
49,XAUUSD,BUY,1939.11,1969.11,1919.32,1969.11,149.95,0.25,0.00,-3.78,146.17,Sydney_Tokyo_Overlap,YES,2023.07.12 04:45:00,2023.07.18 14:16:44,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1985.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.07.20 05:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
0,XAUUSD,SELL,1964.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.07.21 11:00:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
54,XAUUSD,SELL,1955.10,1977.88,1977.88,1925.10,-113.65,0.25,0.00,-0.46,-114.11,NewYork,YES,2023.07.24 21:15:00,2023.07.26 21:43:14,0.01,12345,M15,EXECUTED,N/A
55,XAUUSD,BUY,1967.73,1943.11,1943.19,1997.73,-123.30,0.25,0.00,-1.89,-125.19,Asia,YES,2023.07.26 09:15:00,2023.07.27 17:06:05,0.01,12345,M15,EXECUTED,N/A
58,XAUUSD,BUY,1964.93,1934.93,1934.93,1994.93,-150.35,0.25,0.00,-1.26,-151.61,London_NewYork_Overlap,YES,2023.07.31 15:45:00,2023.08.02 17:29:40,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1921.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.08.09 17:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,Body Ratio Filter
59,XAUUSD,SELL,1940.13,1910.13,1962.91,1910.13,150.15,0.25,0.00,-2.76,147.39,London_NewYork_Overlap,YES,2023.08.02 17:15:00,2023.08.14 15:11:27,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1911.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,YES,2023.08.25 17:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
61,XAUUSD,SELL,1913.40,1940.14,1940.14,1883.40,-133.35,0.25,0.00,-4.14,-137.49,NewYork,YES,2023.08.10 22:45:00,2023.08.30 15:05:15,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1938.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sydney_Tokyo_Overlap,YES,2023.09.01 07:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
63,XAUUSD,BUY,1921.25,1951.25,1891.25,1951.25,149.60,0.25,0.00,-5.04,144.56,Sydney_Tokyo_Overlap,YES,2023.08.24 06:30:00,2023.09.01 15:30:38,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1933.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.09.05 11:30:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
68,XAUUSD,SELL,1906.68,1922.91,1922.91,1876.68,-80.80,0.25,0.00,-0.23,-81.03,Tokyo_London_Overlap,YES,2023.09.14 10:15:00,2023.09.15 16:12:32,0.01,12345,M15,EXECUTED,N/A
70,XAUUSD,BUY,1931.11,1912.35,1912.36,1961.11,-93.90,0.25,0.00,-5.04,-98.94,NewYork,YES,2023.09.18 20:00:00,2023.09.26 09:20:45,0.01,12345,M15,EXECUTED,N/A
64,XAUUSD,BUY,1930.55,1900.55,1900.55,1960.55,-150.15,0.25,0.00,-17.64,-167.79,London_NewYork_Overlap,YES,2023.08.29 17:15:00,2023.09.26 21:11:31,0.01,12345,M15,EXECUTED,N/A
67,XAUUSD,SELL,1924.73,1894.73,1948.99,1894.73,150.25,0.25,0.00,-4.83,145.42,Sydney_Tokyo_Overlap,YES,2023.09.06 04:00:00,2023.09.27 12:45:27,0.01,12345,M15,EXECUTED,N/A
71,XAUUSD,SELL,1923.03,1893.03,1953.03,1893.03,150.25,0.25,0.00,-0.92,149.33,London,YES,2023.09.21 12:00:00,2023.09.27 14:15:28,0.01,12345,M15,EXECUTED,N/A
76,XAUUSD,BUY,1857.13,1887.13,1827.13,1887.13,150.05,0.25,0.00,-3.78,146.27,NewYork,YES,2023.10.09 22:00:00,2023.10.13 12:32:39,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,SELL,1963.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London,YES,2023.10.24 13:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
79,XAUUSD,SELL,1970.80,2000.80,2000.80,1940.80,-149.75,0.25,0.00,-0.92,-150.67,NewYork,NO,2023.11.01 20:45:00,2023.11.03 14:32:29,0.01,12345,M15,EXECUTED,N/A
81,XAUUSD,BUY,2003.47,1973.42,1973.47,2033.47,-150.15,0.25,0.00,-1.26,-151.41,London_NewYork_Overlap,NO,2023.11.03 14:45:00,2023.11.07 04:44:25,0.01,12345,M15,EXECUTED,N/A
78,XAUUSD,BUY,1987.82,1957.82,1957.82,2017.82,-150.05,0.25,0.00,-6.30,-156.35,Sydney_Tokyo_Overlap,YES,2023.10.26 07:15:00,2023.11.07 14:51:30,0.01,12345,M15,EXECUTED,N/A
0,XAUUSD,BUY,1956.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,London_NewYork_Overlap,NO,2023.11.14 15:45:00,1970.01.01 00:00:00,0.00,12345,M15,REJECTED,H1 EMA200 Filter
84,XAUUSD,SELL,1951.69,1981.11,1981.04,1921.69,-146.90,0.25,0.00,-2.30,-149.20,London_NewYork_Overlap,NO,2023.11.08 17:45:00,2023.11.16 16:46:32,0.01,12345,M15,EXECUTED,N/A
85,XAUUSD,BUY,1972.00,2002.02,1951.52,2002.00,149.25,0.25,0.00,-3.78,145.47,London,NO,2023.11.15 10:30:00,2023.11.21 16:30:19,0.01,12345,M15,EXECUTED,N/A
87,XAUUSD,BUY,1988.68,2018.74,1958.68,2018.68,150.05,0.25,0.00,-5.67,144.38,London,NO,2023.11.17 11:00:00,2023.11.28 15:42:27,0.01,12345,M15,EXECUTED,N/A
